#LOG_FORMAT=1
#LOGID=2
#LOGIV=
#"","20190129094257","CubeSerialized: }StatsByCube: by *"
#"","20190129094257","CubeSerialized: }StatsByClient: by *"
#"","20190129094257","CubeSerialized: }StatsForServer: by *"
#"","20190129094257","CubeSerialized: }StatsByCubeByClient: by *"
#"","20190129094257","CubeSerialized: }StatsByProcess: by *"
#"","20190129094257","CubeSerialized: }StatsByChore: by *"
"","20190129094257","20190129094257","*","S","","ADMIN","}ClientGroups","Admin","ADMIN",""
"","20190130021257","20190130021257","Admin","S","","Gumbär Gummibärchen","}ElementAttributes_Products","P-26","Caption",""
"","20190130021257","20190130021257","Admin","S","","Gudbrandsdalsost","}ElementAttributes_Products","P-69","Caption",""
"","20190130021257","20190130021257","Admin","S","","Manjimup Dried Apples","}ElementAttributes_Products","P-51","Caption",""
"","20190130021257","20190130021257","Admin","S","","Nord-Ost Matjeshering","}ElementAttributes_Products","P-30","Caption",""
"","20190130021257","20190130021257","Admin","S","","Ikura","}ElementAttributes_Products","P-10","Caption",""
"","20190130021257","20190130021257","Admin","S","","All Products","}ElementAttributes_Products","All","Caption",""
"","20190130021257","20190130021257","Admin","S","","Sasquatch Ale","}ElementAttributes_Products","P-34","Caption",""
"","20190130021257","20190130021257","Admin","S","","Louisiana Fiery Hot Pepper Sauce","}ElementAttributes_Products","P-65","Caption",""
"","20190130021257","20190130021257","Admin","S","","Maxilaku","}ElementAttributes_Products","P-49","Caption",""
"","20190130021257","20190130021257","Admin","S","","Queso Manchego La Pastora","}ElementAttributes_Products","P-12","Caption",""
"","20190130021257","20190130021257","Admin","S","","Filo Mix","}ElementAttributes_Products","P-52","Caption",""
"","20190130021257","20190130021257","Admin","S","","Longlife Tofu","}ElementAttributes_Products","P-74","Caption",""
"","20190130021257","20190130021257","Admin","S","","Boston Crab Meat","}ElementAttributes_Products","P-40","Caption",""
"","20190130021257","20190130021257","Admin","S","","Beverages","}ElementAttributes_Products","C-1","Caption",""
"","20190130021257","20190130021257","Admin","S","","Sir Rodney's Scones","}ElementAttributes_Products","P-21","Caption",""
"","20190130021257","20190130021257","Admin","S","","Gnocchi di nonna Alice","}ElementAttributes_Products","P-56","Caption",""
"","20190130021257","20190130021257","Admin","S","","Ravioli Angelo","}ElementAttributes_Products","P-57","Caption",""
"","20190130021257","20190130021257","Admin","S","","Mishi Kobe Niku","}ElementAttributes_Products","P-9","Caption",""
"","20190130021257","20190130021257","Admin","S","","Thüringer Rostbratwurst","}ElementAttributes_Products","P-29","Caption",""
"","20190130021257","20190130021257","Admin","S","","Laughing Lumberjack Lager","}ElementAttributes_Products","P-67","Caption",""
"","20190130021257","20190130021257","Admin","S","","Northwoods Cranberry Sauce","}ElementAttributes_Products","P-8","Caption",""
"","20190130021257","20190130021257","Admin","S","","Confections","}ElementAttributes_Products","C-3","Caption",""
"","20190130021257","20190130021257","Admin","S","","NuNuCa Nuß-Nougat-Creme","}ElementAttributes_Products","P-25","Caption",""
"","20190130021257","20190130021257","Admin","S","","Geitost","}ElementAttributes_Products","P-33","Caption",""
"","20190130021257","20190130021257","Admin","S","","Tourtière","}ElementAttributes_Products","P-54","Caption",""
"","20190130021257","20190130021257","Admin","S","","Inlagd Sill","}ElementAttributes_Products","P-36","Caption",""
"","20190130021257","20190130021257","Admin","S","","Chef Anton's Gumbo Mix","}ElementAttributes_Products","P-5","Caption",""
"","20190130021257","20190130021257","Admin","S","","Perth Pasties","}ElementAttributes_Products","P-53","Caption",""
"","20190130021257","20190130021257","Admin","S","","Carnarvon Tigers","}ElementAttributes_Products","P-18","Caption",""
"","20190130021257","20190130021257","Admin","S","","Outback Lager","}ElementAttributes_Products","P-70","Caption",""
"","20190130021257","20190130021257","Admin","S","","Lakkalikööri","}ElementAttributes_Products","P-76","Caption",""
"","20190130021257","20190130021257","Admin","S","","Sirop d'érable","}ElementAttributes_Products","P-61","Caption",""
"","20190130021257","20190130021257","Admin","S","","Zaanse koeken","}ElementAttributes_Products","P-47","Caption",""
"","20190130021257","20190130021257","Admin","S","","Chocolade","}ElementAttributes_Products","P-48","Caption",""
"","20190130021257","20190130021257","Admin","S","","Gorgonzola Telino","}ElementAttributes_Products","P-31","Caption",""
"","20190130021257","20190130021257","Admin","S","","Konbu","}ElementAttributes_Products","P-13","Caption",""
#"","20190130021258","CubeSerialized: }ElementAttributes_Customers: by Admin"
"","20190130021258","20190130021258","Admin","S","","Frankfurt a.M.","}ElementAttributes_Customers","Germany-Frankfurt a.M.","Caption",""
"","20190130021258","20190130021258","Admin","S","","Köln","}ElementAttributes_Customers","Germany-Köln","Caption",""
"","20190130021258","20190130021258","Admin","S","","Galería del gastrónomo","}ElementAttributes_Customers","GALED","Caption",""
"","20190130021258","20190130021258","Admin","S","","Madrid","}ElementAttributes_Customers","Spain-Madrid","Caption",""
"","20190130021258","20190130021258","Admin","S","","Cactus Comidas para llevar","}ElementAttributes_Customers","CACTU","Caption",""
"","20190130021258","20190130021258","Admin","S","","Helsinki","}ElementAttributes_Customers","Finland-Helsinki","Caption",""
"","20190130021258","20190130021258","Admin","S","","France restauration","}ElementAttributes_Customers","FRANR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Hanari Carnes","}ElementAttributes_Customers","HANAR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Chop-suey Chinese","}ElementAttributes_Customers","CHOPS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Berlin","}ElementAttributes_Customers","Germany-Berlin","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bergamo","}ElementAttributes_Customers","Italy-Bergamo","Caption",""
"","20190130021258","20190130021258","Admin","S","","Ana Trujillo Emparedados y helados","}ElementAttributes_Customers","ANATR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Antonio Moreno Taquería","}ElementAttributes_Customers","ANTON","Caption",""
"","20190130021258","20190130021258","Admin","S","","Anchorage","}ElementAttributes_Customers","USA-Anchorage","Caption",""
"","20190130021258","20190130021258","Admin","S","","Piccolo und mehr","}ElementAttributes_Customers","PICCO","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bottom-Dollar Markets","}ElementAttributes_Customers","BOTTM","Caption",""
"","20190130021258","20190130021258","Admin","S","","Vins et alcools Chevalier","}ElementAttributes_Customers","VINET","Caption",""
"","20190130021258","20190130021258","Admin","S","","Die Wandernde Kuh","}ElementAttributes_Customers","WANDK","Caption",""
"","20190130021258","20190130021258","Admin","S","","White Clover Markets","}ElementAttributes_Customers","WHITC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Salzburg","}ElementAttributes_Customers","Austria-Salzburg","Caption",""
"","20190130021258","20190130021258","Admin","S","","Århus","}ElementAttributes_Customers","Denmark-Århus","Caption",""
"","20190130021258","20190130021258","Admin","S","","Münster","}ElementAttributes_Customers","Germany-Münster","Caption",""
"","20190130021258","20190130021258","Admin","S","","Du monde entier","}ElementAttributes_Customers","DUMON","Caption",""
"","20190130021258","20190130021258","Admin","S","","Toms Spezialitäten","}ElementAttributes_Customers","TOMSP","Caption",""
"","20190130021258","20190130021258","Admin","S","","Cowes","}ElementAttributes_Customers","UK-Cowes","Caption",""
"","20190130021258","20190130021258","Admin","S","","Island Trading","}ElementAttributes_Customers","ISLAT","Caption",""
"","20190130021258","20190130021258","Admin","S","","Suprêmes délices","}ElementAttributes_Customers","SUPRD","Caption",""
"","20190130021258","20190130021258","Admin","S","","Que Delícia","}ElementAttributes_Customers","QUEDE","Caption",""
"","20190130021258","20190130021258","Admin","S","","Montréal","}ElementAttributes_Customers","Canada-Montréal","Caption",""
"","20190130021258","20190130021258","Admin","S","","San Francisco","}ElementAttributes_Customers","USA-San Francisco","Caption",""
"","20190130021258","20190130021258","Admin","S","","Kirkland","}ElementAttributes_Customers","USA-Kirkland","Caption",""
"","20190130021258","20190130021258","Admin","S","","I. de Margarita","}ElementAttributes_Customers","Venezuela-I. de Margarita","Caption",""
"","20190130021258","20190130021258","Admin","S","","LINO-Delicateses","}ElementAttributes_Customers","LINOD","Caption",""
"","20190130021258","20190130021258","Admin","S","","Mannheim","}ElementAttributes_Customers","Germany-Mannheim","Caption",""
"","20190130021258","20190130021258","Admin","S","","Furia Bacalhau e Frutos do Mar","}ElementAttributes_Customers","FURIB","Caption",""
"","20190130021258","20190130021258","Admin","S","","FISSA Fabrica Inter. Salchichas S.A.","}ElementAttributes_Customers","FISSA","Caption",""
"","20190130021258","20190130021258","Admin","S","","Wolski  Zajazd","}ElementAttributes_Customers","WOLZA","Caption",""
"","20190130021258","20190130021258","Admin","S","","Berglunds snabbköp","}ElementAttributes_Customers","BERGS","Caption",""
"","20190130021258","20190130021258","Admin","S","","The Big Cheese","}ElementAttributes_Customers","THEBI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lander","}ElementAttributes_Customers","USA-Lander","Caption",""
"","20190130021258","20190130021258","Admin","S","","Ernst Handel","}ElementAttributes_Customers","ERNSH","Caption",""
"","20190130021258","20190130021258","Admin","S","","Wilman Kala","}ElementAttributes_Customers","WILMK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Stavern","}ElementAttributes_Customers","Norway-Stavern","Caption",""
"","20190130021258","20190130021258","Admin","S","","Tradição Hipermercados","}ElementAttributes_Customers","TRADH","Caption",""
"","20190130021258","20190130021258","Admin","S","","La corne d'abondance","}ElementAttributes_Customers","LACOR","Caption",""
"","20190130021258","20190130021258","Admin","S","","México D.F.","}ElementAttributes_Customers","Mexico-México D.F.","Caption",""
"","20190130021258","20190130021258","Admin","S","","Warszawa","}ElementAttributes_Customers","Poland-Warszawa","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lonesome Pine Restaurant","}ElementAttributes_Customers","LONEP","Caption",""
"","20190130021258","20190130021258","Admin","S","","Graz","}ElementAttributes_Customers","Austria-Graz","Caption",""
"","20190130021258","20190130021258","Admin","S","","Tsawassen","}ElementAttributes_Customers","Canada-Tsawassen","Caption",""
"","20190130021258","20190130021258","Admin","S","","La maison d'Asie","}ElementAttributes_Customers","LAMAI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Albuquerque","}ElementAttributes_Customers","USA-Albuquerque","Caption",""
"","20190130021258","20190130021258","Admin","S","","Campinas","}ElementAttributes_Customers","Brazil-Campinas","Caption",""
"","20190130021258","20190130021258","Admin","S","","Richter Supermarkt","}ElementAttributes_Customers","RICSU","Caption",""
"","20190130021258","20190130021258","Admin","S","","Seven Seas Imports","}ElementAttributes_Customers","SEVES","Caption",""
"","20190130021258","20190130021258","Admin","S","","Pericles Comidas clásicas","}ElementAttributes_Customers","PERIC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Wellington Importadora","}ElementAttributes_Customers","WELLI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Königlich Essen","}ElementAttributes_Customers","KOENE","Caption",""
"","20190130021258","20190130021258","Admin","S","","Cunewalde","}ElementAttributes_Customers","Germany-Cunewalde","Caption",""
"","20190130021258","20190130021258","Admin","S","","Frankenversand","}ElementAttributes_Customers","FRANK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Reggiani Caseifici","}ElementAttributes_Customers","REGGC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Tortuga Restaurante","}ElementAttributes_Customers","TORTU","Caption",""
"","20190130021258","20190130021258","Admin","S","","Folk och fä HB","}ElementAttributes_Customers","FOLKO","Caption",""
"","20190130021258","20190130021258","Admin","S","","Barquisimeto","}ElementAttributes_Customers","Venezuela-Barquisimeto","Caption",""
"","20190130021258","20190130021258","Admin","S","","Resende","}ElementAttributes_Customers","Brazil-Resende","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bon app'","}ElementAttributes_Customers","BONAP","Caption",""
"","20190130021258","20190130021258","Admin","S","","Paris","}ElementAttributes_Customers","France-Paris","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lille","}ElementAttributes_Customers","France-Lille","Caption",""
"","20190130021258","20190130021258","Admin","S","","Blondesddsl père et fils","}ElementAttributes_Customers","BLONP","Caption",""
"","20190130021258","20190130021258","Admin","S","","Save-a-lot Markets","}ElementAttributes_Customers","SAVEA","Caption",""
"","20190130021258","20190130021258","Admin","S","","HILARION-Abastos","}ElementAttributes_Customers","HILAA","Caption",""
"","20190130021258","20190130021258","Admin","S","","Charleroi","}ElementAttributes_Customers","Belgium-Charleroi","Caption",""
"","20190130021258","20190130021258","Admin","S","","Santé Gourmet","}ElementAttributes_Customers","SANTG","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bräcke","}ElementAttributes_Customers","Sweden-Bräcke","Caption",""
"","20190130021258","20190130021258","Admin","S","","Versailles","}ElementAttributes_Customers","France-Versailles","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lisboa","}ElementAttributes_Customers","Portugal-Lisboa","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bern","}ElementAttributes_Customers","Switzerland-Bern","Caption",""
"","20190130021258","20190130021258","Admin","S","","All Customers","}ElementAttributes_Customers","All","Caption",""
"","20190130021258","20190130021258","Admin","S","","Kobenhavn","}ElementAttributes_Customers","Denmark-Kobenhavn","Caption",""
"","20190130021258","20190130021258","Admin","S","","Simons bistro","}ElementAttributes_Customers","SIMOB","Caption",""
"","20190130021258","20190130021258","Admin","S","","Drachenblut Delikatessen","}ElementAttributes_Customers","DRACD","Caption",""
"","20190130021258","20190130021258","Admin","S","","QUICK-Stop","}ElementAttributes_Customers","QUICK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Around the Horn","}ElementAttributes_Customers","AROUT","Caption",""
"","20190130021258","20190130021258","Admin","S","","Eastern Connection","}ElementAttributes_Customers","EASTC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Great Lakes Food Market","}ElementAttributes_Customers","GREAL","Caption",""
"","20190130021258","20190130021258","Admin","S","","Victuailles en stock","}ElementAttributes_Customers","VICTE","Caption",""
"","20190130021258","20190130021258","Admin","S","","Paris spécialités","}ElementAttributes_Customers","PARIS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Aachen","}ElementAttributes_Customers","Germany-Aachen","Caption",""
"","20190130021258","20190130021258","Admin","S","","München","}ElementAttributes_Customers","Germany-München","Caption",""
"","20190130021258","20190130021258","Admin","S","","Familia Arquibaldo","}ElementAttributes_Customers","FAMIA","Caption",""
"","20190130021258","20190130021258","Admin","S","","Wartian Herkku","}ElementAttributes_Customers","WARTH","Caption",""
"","20190130021258","20190130021258","Admin","S","","Ottilies Käseladen","}ElementAttributes_Customers","OTTIK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Hungry Owl All-Night Grocers","}ElementAttributes_Customers","HUNGO","Caption",""
"","20190130021258","20190130021258","Admin","S","","Reggio Emilia","}ElementAttributes_Customers","Italy-Reggio Emilia","Caption",""
"","20190130021258","20190130021258","Admin","S","","Ricardo Adocicados","}ElementAttributes_Customers","RICAR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Reims","}ElementAttributes_Customers","France-Reims","Caption",""
"","20190130021258","20190130021258","Admin","S","","Cork","}ElementAttributes_Customers","Ireland-Cork","Caption",""
"","20190130021258","20190130021258","Admin","S","","Stuttgart","}ElementAttributes_Customers","Germany-Stuttgart","Caption",""
"","20190130021258","20190130021258","Admin","S","","Split Rail Beer & Ale","}ElementAttributes_Customers","SPLIR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Boise","}ElementAttributes_Customers","USA-Boise","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lazy K Kountry Store","}ElementAttributes_Customers","LAZYK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Maison Dewey","}ElementAttributes_Customers","MAISD","Caption",""
"","20190130021258","20190130021258","Admin","S","","Oulu","}ElementAttributes_Customers","Finland-Oulu","Caption",""
"","20190130021258","20190130021258","Admin","S","","Spécialités du monde","}ElementAttributes_Customers","SPECD","Caption",""
"","20190130021258","20190130021258","Admin","S","","North/South","}ElementAttributes_Customers","NORTS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Buenos Aires","}ElementAttributes_Customers","Argentina-Buenos Aires","Caption",""
"","20190130021258","20190130021258","Admin","S","","Leipzig","}ElementAttributes_Customers","Germany-Leipzig","Caption",""
"","20190130021258","20190130021258","Admin","S","","London","}ElementAttributes_Customers","UK-London","Caption",""
"","20190130021258","20190130021258","Admin","S","","The Cracker Box","}ElementAttributes_Customers","THECR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Portland","}ElementAttributes_Customers","USA-Portland","Caption",""
"","20190130021258","20190130021258","Admin","S","","Trail's Head Gourmet Provisioners","}ElementAttributes_Customers","TRAIH","Caption",""
"","20190130021258","20190130021258","Admin","S","","Caracas","}ElementAttributes_Customers","Venezuela-Caracas","Caption",""
"","20190130021258","20190130021258","Admin","S","","GROSELLA-Restaurante","}ElementAttributes_Customers","GROSR","Caption",""
"","20190130021258","20190130021258","Admin","S","","Folies gourmandes","}ElementAttributes_Customers","FOLIG","Caption",""
"","20190130021258","20190130021258","Admin","S","","Strasbourg","}ElementAttributes_Customers","France-Strasbourg","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lehmanns Marktstand","}ElementAttributes_Customers","LEHMS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Hungry Coyote Import Store","}ElementAttributes_Customers","HUNGC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Eugene","}ElementAttributes_Customers","USA-Eugene","Caption",""
"","20190130021258","20190130021258","Admin","S","","Océano Atlántico Ltda.","}ElementAttributes_Customers","OCEAN","Caption",""
"","20190130021258","20190130021258","Admin","S","","Morgenstern Gesundkost","}ElementAttributes_Customers","MORGK","Caption",""
"","20190130021258","20190130021258","Admin","S","","Butte","}ElementAttributes_Customers","USA-Butte","Caption",""
"","20190130021258","20190130021258","Admin","S","","Mère Paillarde","}ElementAttributes_Customers","MEREP","Caption",""
"","20190130021258","20190130021258","Admin","S","","Centro comercial Moctezuma","}ElementAttributes_Customers","CENTC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bólido Comidas preparadas","}ElementAttributes_Customers","BOLID","Caption",""
"","20190130021258","20190130021258","Admin","S","","B's Beverages","}ElementAttributes_Customers","BSBEV","Caption",""
"","20190130021258","20190130021258","Admin","S","","Sao Paulo","}ElementAttributes_Customers","Brazil-Sao Paulo","Caption",""
"","20190130021258","20190130021258","Admin","S","","Vaffeljernet","}ElementAttributes_Customers","VAFFE","Caption",""
"","20190130021258","20190130021258","Admin","S","","Alfreds Futterkiste","}ElementAttributes_Customers","ALFKI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Franchi S.p.A.","}ElementAttributes_Customers","FRANS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Princesa Isabel Vinhos","}ElementAttributes_Customers","PRINI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Godos Cocina Típica","}ElementAttributes_Customers","GODOS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Rancho grande","}ElementAttributes_Customers","RANCH","Caption",""
"","20190130021258","20190130021258","Admin","S","","Vancouver","}ElementAttributes_Customers","Canada-Vancouver","Caption",""
"","20190130021258","20190130021258","Admin","S","","Lyon","}ElementAttributes_Customers","France-Lyon","Caption",""
"","20190130021258","20190130021258","Admin","S","","Elgin","}ElementAttributes_Customers","USA-Elgin","Caption",""
"","20190130021258","20190130021258","Admin","S","","Luleå","}ElementAttributes_Customers","Sweden-Luleå","Caption",""
"","20190130021258","20190130021258","Admin","S","","Genève","}ElementAttributes_Customers","Switzerland-Genève","Caption",""
"","20190130021258","20190130021258","Admin","S","","Walla Walla","}ElementAttributes_Customers","USA-Walla Walla","Caption",""
"","20190130021258","20190130021258","Admin","S","","Toulouse","}ElementAttributes_Customers","France-Toulouse","Caption",""
"","20190130021258","20190130021258","Admin","S","","Blauer See Delikatessen","}ElementAttributes_Customers","BLAUS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Torino","}ElementAttributes_Customers","Italy-Torino","Caption",""
"","20190130021258","20190130021258","Admin","S","","Magazzini Alimentari Riuniti","}ElementAttributes_Customers","MAGAA","Caption",""
"","20190130021258","20190130021258","Admin","S","","Sevilla","}ElementAttributes_Customers","Spain-Sevilla","Caption",""
"","20190130021258","20190130021258","Admin","S","","San Cristóbal","}ElementAttributes_Customers","Venezuela-San Cristóbal","Caption",""
"","20190130021258","20190130021258","Admin","S","","Queen Cozinha","}ElementAttributes_Customers","QUEEN","Caption",""
"","20190130021258","20190130021258","Admin","S","","Barcelona","}ElementAttributes_Customers","Spain-Barcelona","Caption",""
"","20190130021258","20190130021258","Admin","S","","Romero y tomillo","}ElementAttributes_Customers","ROMEY","Caption",""
"","20190130021258","20190130021258","Admin","S","","Rattlesnake Canyon Grocery","}ElementAttributes_Customers","RATTC","Caption",""
"","20190130021258","20190130021258","Admin","S","","Seattle","}ElementAttributes_Customers","USA-Seattle","Caption",""
"","20190130021258","20190130021258","Admin","S","","Bruxelles","}ElementAttributes_Customers","Belgium-Bruxelles","Caption",""
"","20190130021258","20190130021258","Admin","S","","Gourmet Lanchonetes","}ElementAttributes_Customers","GOURL","Caption",""
"","20190130021258","20190130021258","Admin","S","","Comércio Mineiro","}ElementAttributes_Customers","COMMI","Caption",""
"","20190130021258","20190130021258","Admin","S","","Let's Stop N Shop","}ElementAttributes_Customers","LETSS","Caption",""
"","20190130021258","20190130021258","Admin","S","","LILA-Supermercado","}ElementAttributes_Customers","LILAS","Caption",""
"","20190130021258","20190130021258","Admin","S","","Brandenburg","}ElementAttributes_Customers","Germany-Brandenburg","Caption",""
"","20190130021258","20190130021258","Admin","S","","Consolidated Holdings","}ElementAttributes_Customers","CONSH","Caption",""
"","20190130021258","20190130021258","Admin","S","","Old World Delicatessen","}ElementAttributes_Customers","OLDWO","Caption",""
